Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf	source
3s.11d	1D	1	2	0	5	0.55277180	3s.8p	1P*	1	1	1	3	0.54132160	1.200e+04	1.899e-02	5.697e-02	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9p	3P*	3	1	1	3	0.54582950	5.254e-01	2.262e-06	6.786e-06	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9p	3P*	3	1	1	5	0.54582950	1.133e-06	2.927e-12	1.463e-11	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.8f	1F*	1	3	1	7	0.54617128	5.505e+03	1.124e-02	7.865e-02	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.8f	3F*	3	3	1	5	0.54617128	6.117e-08	1.748e-13	8.740e-13	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.8f	3F*	3	3	1	7	0.54617128	2.708e+03	5.527e-03	3.869e-02	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9p	1P*	1	1	1	3	0.54618280	1.074e+04	5.133e-02	1.540e-01	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10p	3P*	3	1	1	3	0.54922700	4.116e-01	6.797e-06	2.039e-05	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10p	3P*	3	1	1	5	0.54923000	4.501e-07	4.467e-12	2.233e-11	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9f	1F*	1	3	1	7	0.54950572	4.724e+03	3.938e-02	2.757e-01	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9f	3F*	3	3	1	5	0.54950572	4.181e-08	4.879e-13	2.440e-12	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.9f	3F*	3	3	1	7	0.54950572	2.326e+03	1.939e-02	1.357e-01	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10p	1P*	1	1	1	3	0.54951500	1.021e+04	1.997e-01	5.992e-01	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.11p	3P*	3	1	1	3	0.55164600	3.759e-01	6.154e-05	1.846e-04	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.11p	3P*	3	1	1	5	0.55164700	3.289e-09	3.236e-13	1.618e-12	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10f	1F*	1	3	1	7	0.55188736	2.061e+03	2.343e-01	1.640e+00	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10f	3F*	3	3	1	5	0.55188736	3.225e-10	5.133e-14	2.566e-13	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.10f	3F*	3	3	1	7	0.55188736	1.016e+03	1.155e-01	8.085e-01	auto
3s.11d	1D	1	2	0	5	0.55277180	3s.11p	1P*	1	1	1	3	0.55189390	9.993e+03	2.690e+00	8.071e+00	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.3p	3P*	3	1	1	3	0.19929833	4.100e+01	1.360e-08	4.079e-08	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.3p	1P*	1	1	1	3	0.31941062	3.108e+04	2.363e-05	7.089e-05	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.4p	3P*	3	1	1	3	0.43599038	2.555e+00	7.738e-09	2.321e-08	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.4p	1P*	1	1	1	3	0.44968048	1.451e+05	5.636e-04	1.691e-03	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.5p	3P*	3	1	1	3	0.49436316	2.236e+00	2.695e-08	8.084e-08	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.5p	1P*	1	1	1	3	0.49852264	8.835e+04	1.233e-03	3.700e-03	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.6p	3P*	3	1	1	3	0.51958373	1.936e+00	7.175e-08	2.153e-07	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.6p	1P*	1	1	1	3	0.52138137	5.857e+04	2.424e-03	7.273e-03	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.7p	3P*	3	1	1	3	0.53288182	1.592e+00	1.625e-07	4.875e-07	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.7p	1P*	1	1	1	3	0.53382230	4.068e+04	4.569e-03	1.371e-02	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.8p	3P*	3	1	1	3	0.54076870	1.333e+00	3.670e-07	1.101e-06	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.8p	1P*	1	1	1	3	0.54132160	3.030e+04	9.149e-03	2.745e-02	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.9p	3P*	3	1	1	3	0.54582950	1.205e+00	9.605e-07	2.881e-06	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.9p	1P*	1	1	1	3	0.54618280	2.483e+04	2.188e-02	6.564e-02	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.10p	3P*	3	1	1	3	0.54922700	9.775e-01	2.783e-06	8.348e-06	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.10p	1P*	1	1	1	3	0.54951500	2.435e+04	8.109e-02	2.433e-01	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.11p	3P*	3	1	1	3	0.55164600	1.735e+00	3.679e-05	1.104e-04	auto
3s.12s	1S	1	0	0	1	0.55304500	3s.11p	1P*	1	1	1	3	0.55189390	5.443e+04	1.705e+00	5.114e+00	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.4s	3S	3	0	0	3	0.37541836	2.468e+05	3.232e-04	9.696e-04	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.3d	3D	3	2	0	3	0.43701687	1.578e+05	4.832e-04	1.450e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.5s	3S	3	0	0	3	0.47269724	4.218e+04	2.686e-04	8.057e-04	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.4d	3D	3	2	0	3	0.49383689	1.037e+04	1.212e-04	3.636e-04	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.6s	3S	3	0	0	3	0.50932360	1.668e+04	3.559e-04	1.068e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.5d	3D	3	2	0	3	0.51913308	8.755e+00	3.089e-07	9.268e-07	auto
3s.12p	3P*	3	1	1	1	0.55342700	3p2	3P	3	1	0	3	0.52701670	1.063e+01	6.324e-07	1.897e-06	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.7s	3S	3	0	0	3	0.52721550	9.188e+03	5.550e-04	1.665e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.6d	3D	3	2	0	3	0.53257065	2.138e+03	2.040e-04	6.119e-04	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.8s	3S	3	0	0	3	0.53730801	6.209e+03	9.917e-04	2.975e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.7d	3D	3	2	0	3	0.54055262	4.166e+03	1.043e-03	3.129e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.9s	3S	3	0	0	3	0.54356300	4.815e+03	2.054e-03	6.161e-03	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.8d	3D	3	2	0	3	0.54567761	5.243e+03	3.623e-03	1.087e-02	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.10s	3S	3	0	0	3	0.54770790	4.207e+03	5.338e-03	1.601e-02	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.9d	3D	3	2	0	3	0.54916218	5.684e+03	1.297e-02	3.890e-02	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.11s	3S	3	0	0	3	0.55059550	4.270e+03	2.210e-02	6.630e-02	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.10d	3D	3	2	0	3	0.55163860	5.489e+03	7.122e-02	2.137e-01	auto
3s.12p	3P*	3	1	1	1	0.55342700	3s.12s	3S	3	0	0	3	0.55268770	6.127e+03	4.652e-01	1.396e+00	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s2	1S	1	0	0	1	0.00000000	6.786e+01	8.275e-08	8.275e-08	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.4s	3S	3	0	0	3	0.37541836	2.468e+05	9.696e-04	2.909e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.4s	1S	1	0	0	1	0.39643154	1.447e-01	2.193e-09	2.193e-09	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.3d	1D	1	2	0	5	0.42285584	1.956e+01	8.570e-08	4.285e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.3d	3D	3	2	0	3	0.43701687	3.944e+04	3.623e-04	1.087e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.3d	3D	3	2	0	5	0.43701659	1.183e+05	6.521e-04	3.260e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.5s	3S	3	0	0	3	0.47269724	4.218e+04	8.057e-04	2.417e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.5s	1S	1	0	0	1	0.47892739	3.023e-01	2.034e-08	2.034e-08	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.4d	1D	1	2	0	5	0.48419848	5.958e+00	9.286e-08	4.643e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.4d	3D	3	2	0	3	0.49383689	2.592e+03	9.087e-05	2.726e-04	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.4d	3D	3	2	0	5	0.49383652	7.774e+03	1.635e-04	8.176e-04	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.6s	3S	3	0	0	3	0.50932360	1.668e+04	1.068e-03	3.203e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.6s	1S	1	0	0	1	0.51201246	2.426e-01	5.282e-08	5.282e-08	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.5d	1D	1	2	0	5	0.51311972	1.819e+00	8.363e-08	4.181e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.5d	3D	3	2	0	3	0.51913308	2.192e+00	2.320e-07	6.961e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.5d	3D	3	2	0	5	0.51913287	6.574e+00	4.175e-07	2.088e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3p2	3P	3	1	0	1	0.52682870	3.483e+00	1.839e-06	1.839e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3p2	3P	3	1	0	3	0.52701670	2.707e+00	4.831e-07	1.449e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.7s	3S	3	0	0	3	0.52721550	9.189e+03	1.665e-03	4.995e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3p2	3P	3	1	0	5	0.52738610	4.146e+00	4.566e-07	2.283e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.7s	1S	1	0	0	1	0.52862060	1.928e-01	1.170e-07	1.170e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.6d	1D	1	2	0	5	0.52874672	8.241e-01	1.011e-07	5.053e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.6d	3D	3	2	0	3	0.53257065	5.346e+02	1.530e-04	4.590e-04	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.6d	3D	3	2	0	5	0.53257046	1.604e+03	2.754e-04	1.377e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.8s	3S	3	0	0	3	0.53730801	6.209e+03	2.975e-03	8.924e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.7d	1D	1	2	0	5	0.53802135	3.944e-01	1.241e-07	6.206e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.8s	1S	1	0	0	1	0.53813530	1.431e-01	2.285e-07	2.285e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.7d	3D	3	2	0	3	0.54055262	1.042e+03	7.825e-04	2.348e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.7d	3D	3	2	0	5	0.54055245	3.125e+03	1.408e-03	7.040e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.9s	3S	3	0	0	3	0.54356300	4.816e+03	6.161e-03	1.848e-02	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.8d	1D	1	2	0	5	0.54393522	2.366e-01	1.961e-07	9.806e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.9s	1S	1	0	0	1	0.54409120	1.150e-01	4.927e-07	4.927e-07	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.8d	3D	3	2	0	3	0.54567761	1.311e+03	2.717e-03	8.151e-03	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.8d	3D	3	2	0	5	0.54567747	3.933e+03	4.891e-03	2.445e-02	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.10s	3S	3	0	0	3	0.54770790	4.209e+03	1.601e-02	4.804e-02	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.9d	1D	1	2	0	5	0.54791972	1.717e-01	4.227e-07	2.114e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.10s	1S	1	0	0	1	0.54806540	9.984e-02	1.297e-06	1.297e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.9d	3D	3	2	0	3	0.54916218	1.422e+03	9.728e-03	2.919e-02	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.9d	3D	3	2	0	5	0.54916218	4.265e+03	1.751e-02	8.754e-02	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.11s	3S	3	0	0	3	0.55059550	4.273e+03	6.630e-02	1.989e-01	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.10d	1D	1	2	0	5	0.55072514	1.705e-01	1.743e-06	8.717e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.11s	1S	1	0	0	1	0.55111500	7.091e-02	4.950e-06	4.950e-06	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.10d	3D	3	2	0	3	0.55163860	1.374e+03	5.342e-02	1.603e-01	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.10d	3D	3	2	0	5	0.55163860	4.121e+03	9.614e-02	4.807e-01	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.12s	3S	3	0	0	3	0.55268770	6.144e+03	1.396e+00	4.187e+00	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.11d	1D	1	2	0	5	0.55277180	1.032e-01	1.790e-05	8.951e-05	auto
3s.12p	3P*	3	1	1	3	0.55342800	3s.12s	1S	1	0	0	1	0.55304500	1.042e-02	2.653e-05	2.653e-05	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.4s	3S	3	0	0	3	0.37541836	2.467e+05	1.615e-03	4.846e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.3d	1D	1	2	0	5	0.42285584	1.903e-04	1.390e-12	6.948e-12	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.3d	3D	3	2	0	3	0.43701687	1.578e+03	2.416e-05	7.248e-05	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.3d	3D	3	2	0	5	0.43701659	2.367e+04	2.174e-04	1.087e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.3d	3D	3	2	0	7	0.43701675	1.325e+05	8.694e-04	6.086e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5s	3S	3	0	0	3	0.47269724	4.218e+04	1.343e-03	4.028e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.4d	1D	1	2	0	5	0.48419848	9.561e-05	2.483e-12	1.242e-11	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.4d	3D	3	2	0	3	0.49383689	1.037e+02	6.059e-06	1.818e-05	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.4d	3D	3	2	0	5	0.49383652	1.555e+03	5.451e-05	2.726e-04	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.4d	3D	3	2	0	7	0.49383617	8.706e+03	2.180e-04	1.526e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6s	3S	3	0	0	3	0.50932360	1.668e+04	1.779e-03	5.337e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5d	1D	1	2	0	5	0.51311972	1.076e-04	8.244e-12	4.122e-11	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5d	3D	3	2	0	3	0.51913308	8.791e-02	1.551e-08	4.652e-08	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5d	3D	3	2	0	5	0.51913287	1.318e+00	1.395e-07	6.975e-07	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5d	3D	3	2	0	7	0.51913260	7.379e+00	5.579e-07	3.905e-06	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.5g	3G	3	4	0	7	0.52181666	1.906e-18	1.696e-25	1.187e-24	auto
3s.12p	3P*	3	1	1	5	0.55342900	3p2	3P	3	1	0	3	0.52701670	2.466e+00	7.335e-07	2.200e-06	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7s	3S	3	0	0	3	0.52721550	9.190e+03	2.775e-03	8.325e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3p2	3P	3	1	0	5	0.52738610	7.550e+00	1.386e-06	6.929e-06	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6d	1D	1	2	0	5	0.52874672	1.451e-03	2.965e-10	1.483e-09	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6d	3D	3	2	0	3	0.53257065	2.139e+01	1.020e-05	3.060e-05	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6d	3D	3	2	0	5	0.53257046	3.209e+02	9.182e-05	4.591e-04	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6d	3D	3	2	0	7	0.53257037	1.797e+03	3.673e-04	2.571e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.6g	3G	3	4	0	7	0.53410086	2.494e-19	5.937e-26	4.156e-25	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8s	3S	3	0	0	3	0.53730801	6.211e+03	4.959e-03	1.488e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7d	1D	1	2	0	5	0.53802135	6.546e-06	3.433e-12	1.716e-11	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7d	3D	3	2	0	3	0.54055262	4.168e+01	5.216e-05	1.565e-04	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7d	3D	3	2	0	5	0.54055245	6.253e+02	4.695e-04	2.348e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7d	3D	3	2	0	7	0.54055235	3.501e+03	1.878e-03	1.314e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.7g	3G	3	4	0	7	0.54150711	3.644e-20	2.280e-26	1.596e-25	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9s	3S	3	0	0	3	0.54356300	4.818e+03	1.027e-02	3.081e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8d	1D	1	2	0	5	0.54393522	1.257e-06	1.736e-12	8.681e-12	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8d	3D	3	2	0	3	0.54567761	5.248e+01	1.812e-04	5.437e-04	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8d	3D	3	2	0	5	0.54567747	7.871e+02	1.631e-03	8.154e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8d	3D	3	2	0	7	0.54567735	4.408e+03	6.523e-03	4.566e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.8g	3G	3	4	0	7	0.54631250	5.148e-21	9.039e-27	6.327e-26	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.10s	3S	3	0	0	3	0.54770790	4.212e+03	2.670e-02	8.010e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9d	1D	1	2	0	5	0.54791972	6.074e-07	2.491e-12	1.246e-11	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9d	3D	3	2	0	3	0.54916218	5.693e+01	6.488e-04	1.946e-03	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9d	3D	3	2	0	5	0.54916218	8.539e+02	5.839e-03	2.920e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9d	3D	3	2	0	7	0.54916218	4.782e+03	2.336e-02	1.635e-01	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.9g	3G	3	4	0	7	0.54960627	5.542e-22	3.372e-27	2.361e-26	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.11s	3S	3	0	0	3	0.55059550	4.279e+03	1.106e-01	3.318e-01	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.10d	1D	1	2	0	5	0.55072514	4.656e-07	7.929e-12	3.964e-11	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.10d	3D	3	2	0	3	0.55163860	5.508e+01	3.565e-03	1.070e-02	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.10d	3D	3	2	0	5	0.55163860	8.262e+02	3.209e-02	1.604e-01	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.10d	3D	3	2	0	7	0.55163860	4.626e+03	1.283e-01	8.983e-01	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.12s	3S	3	0	0	3	0.55268770	6.178e+03	2.333e+00	6.998e+00	auto
3s.12p	3P*	3	1	1	5	0.55342900	3s.11d	1D	1	2	0	5	0.55277180	2.438e-07	7.027e-11	3.514e-10	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.3p	3P*	3	1	1	1	0.19911554	1.641e+04	4.881e-05	4.881e-05	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.3p	3P*	3	1	1	3	0.19929833	1.227e+04	1.218e-05	3.653e-05	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.3p	3P*	3	1	1	5	0.19966935	8.117e+02	4.844e-07	2.422e-06	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.3p	1P*	1	1	1	3	0.31941062	1.713e-02	3.893e-11	1.168e-10	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.4p	3P*	3	1	1	1	0.43596035	6.505e+04	1.760e-03	1.760e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.4p	3P*	3	1	1	3	0.43599038	4.874e+04	4.397e-04	1.319e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.4p	3P*	3	1	1	5	0.43605187	3.243e+03	1.757e-05	8.786e-05	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.4p	1P*	1	1	1	3	0.44968048	3.454e-01	3.992e-09	1.198e-08	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.5p	3P*	3	1	1	1	0.49435152	4.676e+04	4.998e-03	4.998e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.5p	3P*	3	1	1	3	0.49436316	3.504e+04	1.249e-03	3.747e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.5p	3P*	3	1	1	5	0.49438722	2.332e+03	4.991e-05	2.496e-04	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.4f	3F*	3	3	1	5	0.49825033	8.788e+01	2.153e-06	1.077e-05	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.5p	1P*	1	1	1	3	0.49852264	5.390e-01	2.223e-08	6.670e-08	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.6p	3P*	3	1	1	1	0.51957785	3.131e+04	1.019e-02	1.019e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.6p	3P*	3	1	1	3	0.51958373	2.347e+04	2.546e-03	7.638e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.6p	3P*	3	1	1	5	0.51959559	1.562e+03	1.017e-04	5.087e-04	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.5f	3F*	3	3	1	5	0.52128328	1.901e+03	1.371e-04	6.857e-04	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.6p	1P*	1	1	1	3	0.52138137	5.323e-01	6.439e-08	1.932e-07	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.7p	3P*	3	1	1	1	0.53287880	2.186e+04	1.927e-02	1.927e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.7p	3P*	3	1	1	3	0.53288182	1.639e+04	4.818e-03	1.445e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.7p	3P*	3	1	1	5	0.53288856	1.091e+03	1.925e-04	9.627e-04	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.6f	3F*	3	3	1	5	0.53377948	4.055e+03	7.819e-04	3.909e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.7p	1P*	1	1	1	3	0.53382230	4.612e-01	1.489e-07	4.466e-07	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.8p	3P*	3	1	1	1	0.54076870	1.592e+04	3.691e-02	3.691e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.8p	3P*	3	1	1	3	0.54076870	1.193e+04	9.219e-03	2.766e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.8p	3P*	3	1	1	5	0.54076870	7.945e+02	3.684e-04	1.842e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.7f	3F*	3	3	1	5	0.54129958	5.383e+03	2.718e-03	1.359e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.8p	1P*	1	1	1	3	0.54132160	3.791e-01	3.202e-07	9.607e-07	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.9p	3P*	3	1	1	1	0.54582950	1.202e+04	7.707e-02	7.707e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.9p	3P*	3	1	1	3	0.54582950	9.009e+03	1.926e-02	5.777e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.9p	3P*	3	1	1	5	0.54582950	5.998e+02	7.692e-04	3.846e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.8f	3F*	3	3	1	5	0.54617128	6.138e+03	8.627e-03	4.313e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.9p	1P*	1	1	1	3	0.54618280	3.046e-01	7.158e-07	2.147e-06	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.10p	3P*	3	1	1	1	0.54922600	9.611e+03	2.001e-01	2.001e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.10p	3P*	3	1	1	3	0.54922700	7.202e+03	5.000e-02	1.500e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.10p	3P*	3	1	1	5	0.54923000	4.793e+02	1.999e-03	9.997e-03	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.9f	3F*	3	3	1	5	0.54950572	6.618e+03	3.159e-02	1.580e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.10p	1P*	1	1	1	3	0.54951500	1.637e-01	1.308e-06	3.925e-06	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.11p	3P*	3	1	1	1	0.55164500	8.083e+03	9.149e-01	9.149e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.11p	3P*	3	1	1	3	0.55164600	6.053e+03	2.286e-01	6.859e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.11p	3P*	3	1	1	5	0.55164700	4.023e+02	9.127e-03	4.564e-02	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.10f	3F*	3	3	1	5	0.55188736	6.853e+03	2.066e-01	1.033e+00	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.11p	1P*	1	1	1	3	0.55189390	4.494e-02	2.277e-06	6.830e-06	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.12p	3P*	3	1	1	1	0.55342700	7.466e-01	2.343e-01	2.343e-01	auto
3s.11d	3D	3	2	0	3	0.55346150	3s.12p	3P*	3	1	1	3	0.55342800	5.271e-01	5.847e-02	1.754e-01	auto
