Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki
3s.11s	1S	1	0	0	1	0.55111500	3s.6d	1D	1	2	0	5	0.52874672	5.908e-02
3s.11s	1S	1	0	0	1	0.55111500	3s.7d	1D	1	2	0	5	0.53802135	3.359e-02
3s.11s	1S	1	0	0	1	0.55111500	3s.8d	1D	1	2	0	5	0.54393522	2.184e-02
3s.11s	1S	1	0	0	1	0.55111500	3s.9d	1D	1	2	0	5	0.54791972	2.102e-02
3s.11s	1S	1	0	0	1	0.55111500	3s.10d	1D	1	2	0	5	0.55072514	7.789e-06
3s.10d	3D	3	2	0	15	0.55163860	3s.4s	3S	3	0	0	3	0.37541836	1.076e-02
3s.10d	3D	3	2	0	15	0.55163860	3s.3d	3D	3	2	0	15	0.43701672	2.951e+00
3s.10d	3D	3	2	0	15	0.55163860	3s.5s	3S	3	0	0	3	0.47269724	7.117e-02
3s.10d	3D	3	2	0	15	0.55163860	3s.4d	3D	3	2	0	15	0.49383643	4.589e-02
3s.10d	3D	3	2	0	15	0.55163860	3s.6s	3S	3	0	0	3	0.50932360	3.422e-02
3s.10d	3D	3	2	0	15	0.55163860	3s.5d	3D	3	2	0	15	0.51913279	1.548e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.5g	3G	3	4	0	27	0.52181666	5.498e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.7s	3S	3	0	0	3	0.52721550	1.400e-02
3s.10d	3D	3	2	0	15	0.55163860	3s.6d	3D	3	2	0	15	0.53257046	6.081e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.6g	1G	1	4	0	9	0.53410086	3.123e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.8s	3S	3	0	0	3	0.53730801	5.503e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.7d	3D	3	2	0	15	0.54055244	5.368e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.7g	3G	3	4	0	27	0.54150711	2.072e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.9s	3S	3	0	0	3	0.54356300	1.894e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.8d	3D	3	2	0	15	0.54567744	3.593e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.8g	1G	1	4	0	9	0.54631250	1.351e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.10s	3S	3	0	0	3	0.54770790	3.569e-04
3s.10d	3D	3	2	0	15	0.55163860	3s.9d	3D	3	2	0	15	0.54916218	2.035e-03
3s.10d	3D	3	2	0	15	0.55163860	3s.9g	1G	1	4	0	9	0.54960627	7.207e-04
3s.10d	3D	3	2	0	15	0.55163860	3s.11s	3S	3	0	0	3	0.55059550	1.537e-04
3s.11p	3P*	3	1	1	9	0.55164600	3s.3p	3P*	3	1	1	9	0.19948414	1.629e+03
3s.11p	3P*	3	1	1	9	0.55164600	3s.4p	3P*	3	1	1	9	0.43602120	2.892e+00
3s.11p	3P*	3	1	1	9	0.55164600	3s.5p	3P*	3	1	1	9	0.49437523	9.831e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.4f	3F*	3	3	1	21	0.49825087	1.438e-05
3s.11p	3P*	3	1	1	9	0.55164600	3s.6p	3P*	3	1	1	9	0.51958967	9.397e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.5f	3F*	3	3	1	21	0.52128370	3.370e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.7p	3P*	3	1	1	9	0.53288523	1.184e-02
3s.11p	3P*	3	1	1	9	0.55164600	3s.6f	3F*	3	3	1	21	0.53377948	4.564e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.8p	3P*	3	1	1	9	0.54076870	8.305e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.7f	3F*	3	3	1	21	0.54129958	3.724e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.9p	3P*	3	1	1	9	0.54582950	4.939e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.8f	1F*	1	3	1	7	0.54617128	2.486e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.10p	3P*	3	1	1	9	0.54922800	2.667e-03
3s.11p	3P*	3	1	1	9	0.55164600	3s.9f	3F*	3	3	1	21	0.54950572	1.272e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.3p	1P*	1	1	1	3	0.31941062	1.768e+01
3s.10f	1F*	1	3	1	7	0.55188736	3s.4p	1P*	1	1	1	3	0.44968048	5.323e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.4f	1F*	1	3	1	7	0.49824836	1.853e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.5p	1P*	1	1	1	3	0.49852264	9.023e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.5f	1F*	1	3	1	7	0.52128269	6.165e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.6p	1P*	1	1	1	3	0.52138137	1.853e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.6f	1F*	1	3	1	7	0.53377902	5.780e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.7p	1P*	1	1	1	3	0.53382230	3.955e-06
3s.10f	1F*	1	3	1	7	0.55188736	3s.6h	3H*	3	5	1	33	0.53417510	3.001e-04
3s.10f	1F*	1	3	1	7	0.55188736	3s.7f	1F*	1	3	1	7	0.54129958	4.173e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.8p	1P*	1	1	1	3	0.54132160	5.729e-04
3s.10f	1F*	1	3	1	7	0.55188736	3s.7h	1H*	1	5	1	11	0.54155556	5.047e-04
3s.10f	1F*	1	3	1	7	0.55188736	3s.8f	3F*	3	3	1	21	0.54617128	2.731e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.9p	1P*	1	1	1	3	0.54618280	1.935e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.8h	1H*	1	5	1	11	0.54634581	5.396e-04
3s.10f	1F*	1	3	1	7	0.55188736	3s.9f	1F*	1	3	1	7	0.54950572	1.597e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.10p	1P*	1	1	1	3	0.54951500	6.542e-03
3s.10f	1F*	1	3	1	7	0.55188736	3s.9h	3H*	3	5	1	33	0.54962983	4.166e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.3p	3P*	3	1	1	9	0.19948414	2.925e+02
3s.10f	3F*	3	3	1	21	0.55188736	3s.4p	3P*	3	1	1	9	0.43602120	7.345e-01
3s.10f	3F*	3	3	1	21	0.55188736	3s.5p	3P*	3	1	1	9	0.49437523	3.931e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.4f	3F*	3	3	1	21	0.49825087	1.947e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.6p	3P*	3	1	1	9	0.51958967	1.044e-02
3s.10f	3F*	3	3	1	21	0.55188736	3s.5f	3F*	3	3	1	21	0.52128370	6.223e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.7p	3P*	3	1	1	9	0.53288523	1.230e-02
3s.10f	3F*	3	3	1	21	0.55188736	3s.6f	3F*	3	3	1	21	0.53377948	5.794e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.6h	1H*	1	5	1	11	0.53417510	3.001e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.8p	3P*	3	1	1	9	0.54076870	9.590e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.7f	3F*	3	3	1	21	0.54129958	4.177e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.7h	3H*	3	5	1	33	0.54155556	5.041e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.9p	3P*	3	1	1	9	0.54582950	6.603e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.8f	1F*	1	3	1	7	0.54617128	2.733e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.8h	3H*	3	5	1	33	0.54634581	5.388e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.10p	3P*	3	1	1	9	0.54922800	4.420e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.9f	3F*	3	3	1	21	0.54950572	1.598e-03
3s.10f	3F*	3	3	1	21	0.55188736	3s.9h	1H*	1	5	1	11	0.54962983	4.156e-04
3s.10f	3F*	3	3	1	21	0.55188736	3s.11p	3P*	3	1	1	9	0.55164600	1.998e-07
3s.11p	1P*	1	1	1	3	0.55189390	3s.3p	1P*	1	1	1	3	0.31941062	4.372e+02
3s.11p	1P*	1	1	1	3	0.55189390	3s.4p	1P*	1	1	1	3	0.44968048	6.659e+00
3s.11p	1P*	1	1	1	3	0.55189390	3s.4f	1F*	1	3	1	7	0.49824836	1.122e-02
3s.11p	1P*	1	1	1	3	0.55189390	3s.5p	1P*	1	1	1	3	0.49852264	1.529e-01
3s.11p	1P*	1	1	1	3	0.55189390	3s.5f	1F*	1	3	1	7	0.52128269	5.894e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.6p	1P*	1	1	1	3	0.52138137	1.867e-04
3s.11p	1P*	1	1	1	3	0.55189390	3s.6f	1F*	1	3	1	7	0.53377902	3.187e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.7p	1P*	1	1	1	3	0.53382230	7.552e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.7f	1F*	1	3	1	7	0.54129958	1.861e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.8p	1P*	1	1	1	3	0.54132160	7.787e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.8f	3F*	3	3	1	21	0.54617128	1.004e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.9p	1P*	1	1	1	3	0.54618280	5.373e-03
3s.11p	1P*	1	1	1	3	0.55189390	3s.9f	1F*	1	3	1	7	0.54950572	3.376e-04
3s.11p	1P*	1	1	1	3	0.55189390	3s.10p	1P*	1	1	1	3	0.54951500	2.991e-03
3s.12s	3S	3	0	0	3	0.55268770	3s.3d	3D	3	2	0	15	0.43701672	8.485e+00
3s.12s	3S	3	0	0	3	0.55268770	3s.4d	3D	3	2	0	15	0.49383643	3.203e-01
3s.12s	3S	3	0	0	3	0.55268770	3s.5d	3D	3	2	0	15	0.51913279	1.600e-02
3s.12s	3S	3	0	0	3	0.55268770	3s.6d	3D	3	2	0	15	0.53257046	7.320e-04
3s.12s	3S	3	0	0	3	0.55268770	3s.7d	3D	3	2	0	15	0.54055244	4.693e-06
3s.12s	3S	3	0	0	3	0.55268770	3s.8d	3D	3	2	0	15	0.54567744	2.217e-05
3s.12s	3S	3	0	0	3	0.55268770	3s.9d	3D	3	2	0	15	0.54916218	8.795e-05
3s.12s	3S	3	0	0	3	0.55268770	3s.10d	3D	3	2	0	15	0.55163860	7.591e-04
3s.11d	1D	1	2	0	5	0.55277180	3s2	1S	1	0	0	1	0.00000000	5.943e+02
3s.11d	1D	1	2	0	5	0.55277180	3s.4s	1S	1	0	0	1	0.39643154	1.589e+01
3s.11d	1D	1	2	0	5	0.55277180	3s.3d	1D	1	2	0	5	0.42285584	1.497e+02
3s.11d	1D	1	2	0	5	0.55277180	3s.5s	1S	1	0	0	1	0.47892739	9.861e-01
3s.11d	1D	1	2	0	5	0.55277180	3s.4d	1D	1	2	0	5	0.48419848	9.920e+00
3s.11d	1D	1	2	0	5	0.55277180	3s.6s	1S	1	0	0	1	0.51201246	1.457e-01
3s.11d	1D	1	2	0	5	0.55277180	3s.5d	1D	1	2	0	5	0.51311972	6.257e-01
3s.11d	1D	1	2	0	5	0.55277180	3s.5g	1G	1	4	0	9	0.52181666	1.543e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.7s	1S	1	0	0	1	0.52862060	3.723e-02
3s.11d	1D	1	2	0	5	0.55277180	3s.6d	1D	1	2	0	5	0.52874672	3.092e-02
3s.11d	1D	1	2	0	5	0.55277180	3s.6g	3G	3	4	0	27	0.53410086	1.293e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.7d	1D	1	2	0	5	0.53802135	5.022e-06
3s.11d	1D	1	2	0	5	0.55277180	3s.8s	1S	1	0	0	1	0.53813530	1.323e-02
3s.11d	1D	1	2	0	5	0.55277180	3s.7g	1G	1	4	0	9	0.54150711	9.463e-04
3s.11d	1D	1	2	0	5	0.55277180	3s.8d	1D	1	2	0	5	0.54393522	1.816e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.9s	1S	1	0	0	1	0.54409120	5.619e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.8g	3G	3	4	0	27	0.54631250	5.975e-04
3s.11d	1D	1	2	0	5	0.55277180	3s.9d	1D	1	2	0	5	0.54791972	2.240e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.10s	1S	1	0	0	1	0.54806540	2.471e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.9g	3G	3	4	0	27	0.54960627	2.840e-04
3s.11d	1D	1	2	0	5	0.55277180	3s.10d	1D	1	2	0	5	0.55072514	1.516e-03
3s.11d	1D	1	2	0	5	0.55277180	3s.11s	1S	1	0	0	1	0.55111500	3.849e-04
3s.12s	1S	1	0	0	1	0.55304500	3s.3d	1D	1	2	0	5	0.42285584	1.827e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.4d	1D	1	2	0	5	0.48419848	8.039e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.5d	1D	1	2	0	5	0.51311972	7.396e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.6d	1D	1	2	0	5	0.52874672	4.395e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.7d	1D	1	2	0	5	0.53802135	2.529e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.8d	1D	1	2	0	5	0.54393522	1.537e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.9d	1D	1	2	0	5	0.54791972	1.048e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.10d	1D	1	2	0	5	0.55072514	1.033e-02
3s.12s	1S	1	0	0	1	0.55304500	3s.11d	1D	1	2	0	5	0.55277180	2.932e-06
3s.12p	3P*	3	1	1	9	0.55342800	3s.3p	3P*	3	1	1	9	0.19948414	2.408e+03
3s.12p	3P*	3	1	1	9	0.55342800	3s.4p	3P*	3	1	1	9	0.43602120	5.268e+00
3s.12p	3P*	3	1	1	9	0.55342800	3s.5p	3P*	3	1	1	9	0.49437523	6.460e-02
3s.12p	3P*	3	1	1	9	0.55342800	3s.4f	3F*	3	3	1	21	0.49825087	4.401e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.6p	3P*	3	1	1	9	0.51958967	1.245e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.5f	3F*	3	3	1	21	0.52128370	5.268e-04
3s.12p	3P*	3	1	1	9	0.55342800	3s.7p	3P*	3	1	1	9	0.53288523	6.047e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.6f	3F*	3	3	1	21	0.53377948	2.367e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.8p	3P*	3	1	1	9	0.54076870	5.450e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.7f	3F*	3	3	1	21	0.54129958	2.500e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.9p	3P*	3	1	1	9	0.54582950	3.717e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.8f	1F*	1	3	1	7	0.54617128	1.936e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.10p	3P*	3	1	1	9	0.54922800	2.347e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.9f	3F*	3	3	1	21	0.54950572	1.263e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.11p	3P*	3	1	1	9	0.55164600	1.314e-03
3s.12p	3P*	3	1	1	9	0.55342800	3s.10f	3F*	3	3	1	21	0.55188736	6.060e-04
3s.11d	3D	3	2	0	15	0.55346150	3s.4s	3S	3	0	0	3	0.37541836	9.879e-02
3s.11d	3D	3	2	0	15	0.55346150	3s.3d	3D	3	2	0	15	0.43701672	4.776e+00
3s.11d	3D	3	2	0	15	0.55346150	3s.5s	3S	3	0	0	3	0.47269724	3.897e-02
3s.11d	3D	3	2	0	15	0.55346150	3s.4d	3D	3	2	0	15	0.49383643	1.245e-01
3s.11d	3D	3	2	0	15	0.55346150	3s.6s	3S	3	0	0	3	0.50932360	2.367e-02
3s.11d	3D	3	2	0	15	0.55346150	3s.5d	3D	3	2	0	15	0.51913279	3.076e-04
3s.11d	3D	3	2	0	15	0.55346150	3s.5g	3G	3	4	0	27	0.52181666	1.890e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.7s	3S	3	0	0	3	0.52721550	1.078e-02
3s.11d	3D	3	2	0	15	0.55346150	3s.6d	3D	3	2	0	15	0.53257046	2.418e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.6g	1G	1	4	0	9	0.53410086	1.713e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.8s	3S	3	0	0	3	0.53730801	4.769e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.7d	3D	3	2	0	15	0.54055244	3.255e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.7g	3G	3	4	0	27	0.54150711	1.404e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.9s	3S	3	0	0	3	0.54356300	2.029e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.8d	3D	3	2	0	15	0.54567744	2.585e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.8g	1G	1	4	0	9	0.54631250	1.060e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.10s	3S	3	0	0	3	0.54770790	7.446e-04
3s.11d	3D	3	2	0	15	0.55346150	3s.9d	3D	3	2	0	15	0.54916218	1.733e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.9g	1G	1	4	0	9	0.54960627	7.237e-04
3s.11d	3D	3	2	0	15	0.55346150	3s.11s	3S	3	0	0	3	0.55059550	1.453e-04
3s.11d	3D	3	2	0	15	0.55346150	3s.10d	3D	3	2	0	15	0.55163860	1.005e-03
3s.11d	3D	3	2	0	15	0.55346150	3s.12s	3S	3	0	0	3	0.55268770	7.546e-05
3s.11f	1F*	1	3	1	7	0.55364726	3s.3p	1P*	1	1	1	3	0.31941062	4.831e+01
3s.11f	1F*	1	3	1	7	0.55364726	3s.4p	1P*	1	1	1	3	0.44968048	3.075e-01
3s.11f	1F*	1	3	1	7	0.55364726	3s.4f	1F*	1	3	1	7	0.49824836	1.001e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.5p	1P*	1	1	1	3	0.49852264	7.192e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.5f	1F*	1	3	1	7	0.52128269	2.371e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.6p	1P*	1	1	1	3	0.52138137	1.778e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.6f	1F*	1	3	1	7	0.53377902	3.404e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.7p	1P*	1	1	1	3	0.53382230	5.952e-06
3s.11f	1F*	1	3	1	7	0.55364726	3s.6h	3H*	3	5	1	33	0.53417510	2.123e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.7f	1F*	1	3	1	7	0.54129958	2.836e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.8p	1P*	1	1	1	3	0.54132160	1.133e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.7h	1H*	1	5	1	11	0.54155556	3.653e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.8f	3F*	3	3	1	21	0.54617128	2.032e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.9p	1P*	1	1	1	3	0.54618280	4.486e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.8h	1H*	1	5	1	11	0.54634581	4.112e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.9f	1F*	1	3	1	7	0.54950572	1.351e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.10p	1P*	1	1	1	3	0.54951500	1.001e-03
3s.11f	1F*	1	3	1	7	0.55364726	3s.9h	3H*	3	5	1	33	0.54962983	3.739e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.10f	1F*	1	3	1	7	0.55188736	8.050e-04
3s.11f	1F*	1	3	1	7	0.55364726	3s.11p	1P*	1	1	1	3	0.55189390	3.163e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.3p	3P*	3	1	1	9	0.19948414	4.283e+02
3s.11f	3F*	3	3	1	21	0.55364726	3s.4p	3P*	3	1	1	9	0.43602120	1.203e+00
3s.11f	3F*	3	3	1	21	0.55364726	3s.5p	3P*	3	1	1	9	0.49437523	9.788e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.4f	3F*	3	3	1	21	0.49825087	7.034e-05
3s.11f	3F*	3	3	1	21	0.55364726	3s.6p	3P*	3	1	1	9	0.51958967	3.451e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.5f	3F*	3	3	1	21	0.52128370	2.435e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.7p	3P*	3	1	1	9	0.53288523	6.671e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.6f	3F*	3	3	1	21	0.53377948	3.423e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.6h	1H*	1	5	1	11	0.53417510	2.125e-04
3s.11f	3F*	3	3	1	21	0.55364726	3s.8p	3P*	3	1	1	9	0.54076870	5.912e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.7f	3F*	3	3	1	21	0.54129958	2.842e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.7h	3H*	3	5	1	33	0.54155556	3.650e-04
3s.11f	3F*	3	3	1	21	0.55364726	3s.9p	3P*	3	1	1	9	0.54582950	4.389e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.8f	1F*	1	3	1	7	0.54617128	2.034e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.8h	3H*	3	5	1	33	0.54634581	4.107e-04
3s.11f	3F*	3	3	1	21	0.55364726	3s.10p	3P*	3	1	1	9	0.54922800	3.173e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.9f	3F*	3	3	1	21	0.54950572	1.352e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.9h	1H*	1	5	1	11	0.54962983	3.735e-04
3s.11f	3F*	3	3	1	21	0.55364726	3s.11p	3P*	3	1	1	9	0.55164600	2.271e-03
3s.11f	3F*	3	3	1	21	0.55364726	3s.10f	3F*	3	3	1	21	0.55188736	8.053e-04
3s.11f	3F*	3	3	1	21	0.55364726	3s.12p	3P*	3	1	1	9	0.55342800	2.717e-07
3s.12p	1P*	1	1	1	3	0.55365060	3s.3p	1P*	1	1	1	3	0.31941062	5.712e+02
3s.12p	1P*	1	1	1	3	0.55365060	3s.4p	1P*	1	1	1	3	0.44968048	9.940e+00
3s.12p	1P*	1	1	1	3	0.55365060	3s.4f	1F*	1	3	1	7	0.49824836	9.652e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.5p	1P*	1	1	1	3	0.49852264	3.350e-01
3s.12p	1P*	1	1	1	3	0.55365060	3s.5f	1F*	1	3	1	7	0.52128269	5.086e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.6p	1P*	1	1	1	3	0.52138137	4.597e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.6f	1F*	1	3	1	7	0.53377902	2.744e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.7p	1P*	1	1	1	3	0.53382230	2.065e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.7f	1F*	1	3	1	7	0.54129958	1.647e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.8p	1P*	1	1	1	3	0.54132160	4.305e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.8f	3F*	3	3	1	21	0.54617128	9.945e-04
3s.12p	1P*	1	1	1	3	0.55365060	3s.9p	1P*	1	1	1	3	0.54618280	3.758e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.9f	1F*	1	3	1	7	0.54950572	5.389e-04
3s.12p	1P*	1	1	1	3	0.55365060	3s.10p	1P*	1	1	1	3	0.54951500	2.561e-03
3s.12p	1P*	1	1	1	3	0.55365060	3s.10f	1F*	1	3	1	7	0.55188736	1.779e-04
3s.12p	1P*	1	1	1	3	0.55365060	3s.11p	1P*	1	1	1	3	0.55189390	1.459e-03
3s.13s	3S	3	0	0	3	0.55425240	3s.3d	3D	3	2	0	15	0.43701672	1.242e+01
3s.13s	3S	3	0	0	3	0.55425240	3s.4d	3D	3	2	0	15	0.49383643	5.275e-01
3s.13s	3S	3	0	0	3	0.55425240	3s.5d	3D	3	2	0	15	0.51913279	3.276e-02
3s.13s	3S	3	0	0	3	0.55425240	3s.6d	3D	3	2	0	15	0.53257046	2.411e-03
3s.13s	3S	3	0	0	3	0.55425240	3s.7d	3D	3	2	0	15	0.54055244	1.546e-04
3s.13s	3S	3	0	0	3	0.55425240	3s.8d	3D	3	2	0	15	0.54567744	2.311e-06
3s.13s	3S	3	0	0	3	0.55425240	3s.9d	3D	3	2	0	15	0.54916218	5.813e-06
3s.13s	3S	3	0	0	3	0.55425240	3s.10d	3D	3	2	0	15	0.55163860	3.709e-05
3s.13s	3S	3	0	0	3	0.55425240	3s.11d	3D	3	2	0	15	0.55346150	4.031e-04
3s.12d	1D	1	2	0	5	0.55430930	3s2	1S	1	0	0	1	0.00000000	6.961e+02
3s.12d	1D	1	2	0	5	0.55430930	3s.4s	1S	1	0	0	1	0.39643154	1.892e+01
3s.12d	1D	1	2	0	5	0.55430930	3s.3d	1D	1	2	0	5	0.42285584	2.026e+02
3s.12d	1D	1	2	0	5	0.55430930	3s.5s	1S	1	0	0	1	0.47892739	1.127e+00
3s.12d	1D	1	2	0	5	0.55430930	3s.4d	1D	1	2	0	5	0.48419848	1.454e+01
3s.12d	1D	1	2	0	5	0.55430930	3s.6s	1S	1	0	0	1	0.51201246	1.560e-01
3s.12d	1D	1	2	0	5	0.55430930	3s.5d	1D	1	2	0	5	0.51311972	1.077e+00
3s.12d	1D	1	2	0	5	0.55430930	3s.5g	1G	1	4	0	9	0.52181666	9.246e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.7s	1S	1	0	0	1	0.52862060	3.716e-02
3s.12d	1D	1	2	0	5	0.55430930	3s.6d	1D	1	2	0	5	0.52874672	8.093e-02
3s.12d	1D	1	2	0	5	0.55430930	3s.6g	3G	3	4	0	27	0.53410086	9.169e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.7d	1D	1	2	0	5	0.53802135	3.035e-03
3s.12d	1D	1	2	0	5	0.55430930	3s.8s	1S	1	0	0	1	0.53813530	1.252e-02
3s.12d	1D	1	2	0	5	0.55430930	3s.7g	1G	1	4	0	9	0.54150711	7.426e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.8d	1D	1	2	0	5	0.54393522	2.465e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.9s	1S	1	0	0	1	0.54409120	5.235e-03
3s.12d	1D	1	2	0	5	0.55430930	3s.8g	3G	3	4	0	27	0.54631250	5.313e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.9d	1D	1	2	0	5	0.54791972	1.162e-03
3s.12d	1D	1	2	0	5	0.55430930	3s.10s	1S	1	0	0	1	0.54806540	2.448e-03
3s.12d	1D	1	2	0	5	0.55430930	3s.9g	3G	3	4	0	27	0.54960627	3.302e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.10d	1D	1	2	0	5	0.55072514	1.181e-03
3s.12d	1D	1	2	0	5	0.55430930	3s.11s	1S	1	0	0	1	0.55111500	7.644e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.11d	1D	1	2	0	5	0.55277180	7.838e-04
3s.12d	1D	1	2	0	5	0.55430930	3s.12s	1S	1	0	0	1	0.55304500	2.051e-04
